"gene name" "logFC"	"P.Value"	"adj.P.Val"
"TOMM6"	0.502219388621862	0.0839969959792335	0.108229311872973
"UCHL1"	0.599646468633117	0.0840054333793658	0.108229311872973
"MED9"	0.422818834099294	0.0844750103521155	0.108790482333501
"GFPT2"	0.589106946414307	0.0846246021891847	0.108939276621007
"NOTCH3"	0.667332312300204	0.0849885610163076	0.109341764511215
"LRP4"	-1.23846211478865	0.085005616861329	0.109341764511215
"FAM189A1"	0.682059867496699	0.0854633294828228	0.109886330794031
"NPY1R"	1.58697901380595	0.0857225707045133	0.110175373115202
"MAP4"	0.726733041081052	0.0859661750669826	0.110435530436938
"MOB3B"	0.93522941712677	0.0859940313593039	0.110435530436938
"MYG1"	0.493241619466695	0.0860660600178841	0.110483678169025
"CDKN2AIPNL"	0.632686559509668	0.0866928409367758	0.111243641458783
"SH3BGRL2"	-0.650689052978434	0.0874762894211631	0.112203949421933
"FUNDC1"	-0.544643967963992	0.0876522885498511	0.112384637703797
"LRP3"	0.441067612350405	0.0876946116437765	0.112393855227741
"SLC27A1"	0.678903652396557	0.0879524611907372	0.1126791843609
"MYO15B"	0.664326724430007	0.0891574039120425	0.114177155770466
"COLEC12"	1.11357964138475	0.0892412845255009	0.114238843216117
"MAGEE1"	-0.527681065010824	0.0895551232411824	0.114594735699417
"PPP1R1A"	-0.740371279242452	0.0896505955467435	0.114671033648154
"GPKOW"	0.410830679596776	0.0900000599496307	0.11507201909627
"NEURL1"	-0.48441658918221	0.0913452429738475	0.116745278575045
"NDUFS6"	0.417621466308506	0.0929986490018113	0.11881097370479
"TXNDC12"	0.614791513467542	0.0931186110222434	0.118916741181699
"STK39"	-0.57784496262132	0.0932175052785725	0.118995530481306
"POLR2C"	0.482478099698833	0.093268550530138	0.119013200297531
"GOLT1B"	1.06648760088881	0.0938515289412272	0.119709346524317
"SPTBN2"	0.523274400790635	0.0940734889734806	0.11994463580158
"TTBK2"	0.657166321397542	0.0943285774753735	0.120183338361284
"TXN2"	0.488056667617697	0.0943358432713924	0.120183338361284
"VPS35"	0.628391554679775	0.0946192567078743	0.120496418076628
"POMGNT2"	-0.408738359453748	0.0953681349356079	0.121401776227222
"RPS6KA3"	0.822143689442176	0.0959336909462853	0.122035929091385
"PLXDC1"	-0.581096299616121	0.0959425950812236	0.122035929091385
"KLHL42"	0.618756466100675	0.0966714892370732	0.122914186832034
"CNTNAP2"	-1.06576099416128	0.0969030206811079	0.123159619848575
"EIF4A2"	0.537586298629785	0.0972393616325124	0.123538013448136
"ATRN"	0.522288327782425	0.0973905214936757	0.123680936188277
"COPS5"	0.541557168348244	0.0978981497932769	0.124276262376465
"PSMD7"	0.55504686120384	0.0981793535999622	0.124583796971947
"GJA1"	-1.52600457882646	0.0983024891559773	0.124690587950028
"CCN1"	1.26811943247245	0.0986321826107503	0.125059196263096
"ERO1A"	0.68465016878019	0.0987171560859439	0.125117346402113
"NPAS2"	-0.77436757184336	0.0994186911190371	0.125956591243485
"PWP2"	0.409998498725997	0.100472232612253	0.127240962837133
"IGSF21"	0.599767362568066	0.100833349355207	0.127647758048004
"PIK3R4"	0.534671551940672	0.101190905149852	0.12804972530632
"POMP"	0.642062113473393	0.101294591878031	0.128130248880119
"EID1"	0.567124999373781	0.101634085982926	0.128508869983945
"GPR37"	-0.71903279226105	0.101805270001605	0.128674460187726
"LMTK3"	0.427284350358908	0.101887986226869	0.128728146895637
"ERGIC2"	0.567518328513528	0.102424133333487	0.129354442374191
"TSPYL4"	0.610421190004114	0.102490892698153	0.129387673931094
"PSMD8"	0.442582585078442	0.102668567243833	0.129560846790146
"CDH8"	-0.835658244352634	0.102831529824908	0.1297153248856
"CACNB1"	-0.416529335751155	0.105591552763638	0.133144413595143
"HERC2P2"	0.782254608969258	0.105675039711034	0.133197183623168
"H2AX"	0.861532709637288	0.106059691963459	0.133629363761758
"FH"	0.512001641571501	0.106264501366482	0.133834700736762
"MRPL27"	0.477762178689012	0.10663777178239	0.134251960618601
"CNTN3"	0.947431370732354	0.106796993161285	0.134399520504701
"KLHDC8B"	0.536106531418308	0.10757965285602	0.135331226695402
"UFL1"	0.677130151440173	0.107693661662519	0.135421392947483
"MTURN"	-0.508685415967335	0.10799170517902	0.135742815272174
"TLN1"	0.546223509978645	0.10931302309798	0.137349709697736
"ATP6V0E1"	0.636749134782463	0.109370737357629	0.137368272009052
"ADCK2"	0.424528980208644	0.110721580045634	0.139010335386963
"TBC1D9"	0.666153699991668	0.111049248104547	0.139367024200253
"KIAA2013"	0.427615313081791	0.111708106952987	0.140138915350042
"WASH8P"	0.592212109369338	0.112104891434524	0.140581555350468
"PLOD3"	0.656310745087776	0.112415153586236	0.140915390408452
"SNX9"	0.49325918050952	0.112690743042589	0.141205517819523
"C1QL3"	-1.86347150223686	0.113034718470247	0.14158107454437
"MRPL35"	0.553662079423432	0.114190919811533	0.142973288640741
"HACD3"	0.533550647488765	0.114356003628929	0.143123965418209
"DDA1"	0.386729328226004	0.114533218593114	0.143289701321616
"RMND5A"	0.555299016250141	0.114645905317894	0.143374609504278
"TRUB1"	0.762208567279411	0.11497766909282	0.143702280513242
"LMO4"	0.660707228176974	0.114997761210972	0.143702280513242
"PHGDH"	-1.2139699020189	0.115435998879771	0.144193580795154
"STARD10"	0.410793525568169	0.115786104426291	0.144574452794576
"MED10"	0.456339849697547	0.116228582244488	0.145070321732391
"SLC45A1"	-0.421718097467359	0.117867192378533	0.14705817021019
"UBAC1"	0.401022026850297	0.118055472730788	0.147235655854109
"TRIM11"	0.395415872315304	0.118997585142628	0.148352796130658
"ELOVL4"	0.742235455731822	0.119477408081358	0.148892960051525
"CPE"	-0.646477472790869	0.119525143511394	0.148894444740245
"RABAC1"	0.447839956604811	0.120229479410506	0.149713547930794
"COX6B1"	0.463677730538198	0.120670184755921	0.150203860324589
"MRPL16"	0.460767046467899	0.121701461938854	0.151428617947255
"NANS"	0.442294936086395	0.121847352225474	0.151551197421964
"FAM181B"	0.662347971760309	0.122433167918869	0.152220639009896
"SGTB"	-0.763480064835654	0.122569056081497	0.152330384772614
"GOLPH3L"	0.476711700401665	0.12278906651178	0.152544552920849
"SPRED1"	0.754625805564021	0.123740684397891	0.153667099918033
"CYB5B"	0.601449437500488	0.124224412159089	0.15420795285096
"PIEZO1"	-0.655613252380044	0.124854438614272	0.154929925960844
"CDR2L"	0.42904997853013	0.125455724201849	0.15561568891885
"DIRAS1"	-0.413586263548483	0.125863122495395	0.156060515063089
"SH3BGRL3"	0.444667861449722	0.12792843147909	0.158559880783265
"PGBD5"	-0.387120830507913	0.128038310110598	0.158634606523549
"LRP11"	-0.572018228946133	0.128820522713303	0.159541948184226
"PPP3R1"	-0.721598783790387	0.129410718093791	0.160210869652491
"MCOLN1"	0.374120670863826	0.130000050903493	0.160878206127765
"UQCR11"	0.438837384189184	0.130224327472052	0.161053561408521
"ATP5F1B"	0.434849416083858	0.130242439313487	0.161053561408521
"NOMO1"	-0.506334249826922	0.130398124688545	0.161183771591443
"SOX2"	1.03225744262872	0.130663328229424	0.161449203169535
"ATRNL1"	-0.709428184266118	0.131041425608738	0.161853868927549
"GABRA3"	0.760986105546197	0.131340836674192	0.162161071601984
"RRAGA"	0.441255017557404	0.132318671933608	0.163305336232875
"MOSMO"	0.753560920547934	0.133212367935178	0.16434491516569
"SARAF"	0.457003950406825	0.133443628569731	0.164566757052649
"MAGI2-AS3"	0.763378871618821	0.133974514043061	0.16515779207081
"ZBTB47"	-0.444869615190586	0.134343440510853	0.165548792832904
"SUB1"	0.779872031320562	0.134428754450657	0.165590136883963
"FBXO10"	0.374164555717025	0.135075890121021	0.166323238066646
"NISCH"	0.356144468765485	0.135280953018337	0.166511646289212
"PIH1D1"	0.375809032576306	0.13543622575429	0.166610524203292
"FAM171A1"	0.377323856040943	0.135465449657006	0.166610524203292
"SLC25A28"	0.376725094496574	0.135640457603437	0.166761654063565
"STK38L"	0.565379195857497	0.13818428842305	0.169823871942119
"MKNK2"	0.419385066613701	0.138299963464204	0.169900761567584
"FIG4"	0.446035463807179	0.140099865076837	0.172012992153419
"FAM102B"	0.684624415174276	0.140126870131857	0.172012992153419
"MRPL38"	0.356571689829294	0.140738186095921	0.17269714511732
"PRDX6"	-0.571031164114616	0.141107885649525	0.173084404215042
"FTL"	0.461073750256831	0.142133225811818	0.174275273810658
"GNAO1"	0.416484913404824	0.14260855671839	0.17479110074411
"ACAA2"	0.639262690746647	0.142958831087806	0.175153313155838
"MFSD14B"	0.461803066448682	0.14345687252102	0.17569622327517
"ARNT2"	-0.438841775747918	0.143523731203993	0.175710836632825
"ZFR2"	-0.463857009566362	0.144060441175711	0.176300440444185
"SPEG"	0.37174922486257	0.144873963446441	0.177228225263926
"APMAP"	0.369073822834288	0.14637790062171	0.17899958107372
"NACC1"	-0.341598087897244	0.147820528116312	0.180694638687078
"KATNB1"	-0.353244391224741	0.151558823496738	0.185193535663127
"TMEM248"	0.406699467824167	0.151743483805766	0.185348379035756
"DUSP14"	0.480416456680232	0.15186690482075	0.185428331496786
"KIFBP"	0.47661682516977	0.152140259532124	0.185691221000864
"GMFB"	0.88357755596796	0.152435642752272	0.185980786103936
"NR2F6"	-0.384187814952461	0.15293995577535	0.186524940345156
"PI4K2A"	-0.357341515826383	0.153105272258328	0.186655398610667
"PEX14"	-0.376768147085741	0.154479356861762	0.188258842895534
"CREBRF"	0.757644280395455	0.155315724269454	0.18920601749352
"LAMTOR1"	0.377436551428667	0.155801985122672	0.189726132625591
"CHGB"	-0.446654449544723	0.156954921039415	0.191057379149577
"SORL1"	-0.487819562229298	0.157104778875203	0.191167055010185
"UHRF1BP1L"	0.569530177168281	0.157530105792159	0.191611714231603
"FIZ1"	0.392875829879328	0.157660696970808	0.191697669939041
"CACNG2"	-0.472799609771458	0.158172731909837	0.192247176815946
"CREG1"	0.604860603347182	0.159115879536553	0.193320052653791
"STAT5B"	0.422350659169748	0.159615679614421	0.19385366707917
"RETSAT"	-0.554396264491013	0.159736958398971	0.193927335832375
"HDDC2"	-0.549972947488119	0.160186578281191	0.19439941726917
"TMEM201"	0.386750661276487	0.161539172567447	0.195966557847274
"ANKH"	0.471294330360082	0.1616199637915	0.195990244188403
"RUSF1"	0.363695837042827	0.161900214442206	0.196185218590998
"SIK2"	0.471464351487922	0.161929710926308	0.196185218590998
"WDR37"	0.435574458717896	0.161964727195632	0.196185218590998
"DDX1"	0.443150483792274	0.162352009170109	0.196579893011044
"ZFPL1"	0.365721346863151	0.162525268052818	0.196715222285647
"FRS3"	0.401261823085445	0.163157870562313	0.197406213286247
"CREB3"	0.347221460001533	0.163971738545458	0.19831591365101
"DNAJA2"	0.4438639909446	0.164570959028727	0.198965418719916
"DDRGK1"	-0.324679124319037	0.164899242701131	0.199286995618028
"CDC34"	0.383118778125386	0.16545615410868	0.199884530586733
"APBA1"	0.38089190878876	0.165521234711417	0.199887666984456
"LINC00294"	0.440027397626117	0.166238430578264	0.200678014875421
"PRKCB"	-0.937969060672773	0.167548948279509	0.202183736531931
"CSPG4"	-0.38334604984725	0.168800896703518	0.203617672908957
"TMEM132C"	-0.72801582774944	0.168933070019371	0.203700298150007
"PPP2CA"	0.418184379628714	0.169421579861541	0.204212371506055
"VPS18"	0.339057995416449	0.173210931926539	0.208701232102825
"PREX2"	0.579598110027954	0.176682866661517	0.212804401524922
"WASH2P"	0.430435413084614	0.177741167253185	0.213979483405507
"ARF5"	0.331452562363809	0.177792268487602	0.213979483405507
"SERINC1"	0.536093023459699	0.178307203092963	0.214518519253249
"PPP2CB"	0.471324583080694	0.178680652910205	0.214886995736747
"ENPP4"	-0.874191376649784	0.179263945747807	0.215507464279307
"FKBP10"	0.790966547400297	0.180140525156688	0.216479917346448
"ADCY2"	-0.66331256587537	0.180694348359908	0.217063920542
"SPON1"	-1.62804641672945	0.180871769253934	0.217195491682933
"SPRN"	0.445878629095338	0.182404042777866	0.218953295627164
"ZNF358"	-0.385894989455337	0.182874234878577	0.219435362856928
"CLEC16A"	0.329289890496164	0.183490219663533	0.220091943270957
"L3MBTL2"	0.322888418499666	0.184844413649679	0.221633163142924
"USE1"	0.368784562453367	0.186542745698533	0.223585703817762
"PLPP3"	-0.91497286480229	0.186994665154683	0.224043420910049
"EIF5A2"	-0.677400155585783	0.187669605715227	0.224767902913894
"PRDX2"	0.329727695773856	0.188346632757384	0.225488021526292
"AKAP11"	0.618724142954118	0.188411841681706	0.225488021526292
"DPM2"	0.483382292699547	0.188495080863456	0.225503277368061
"UBL3"	0.602693898438251	0.189129980540416	0.226178245887399
"LRRC8C"	0.720275980128301	0.191005014403814	0.228335217144171
"BRSK1"	-0.332609329879152	0.191224678012288	0.228512418737881
"SNX32"	0.367243461841439	0.19132519484852	0.228547161434061
"MLLT6"	0.323536574291445	0.192317038576145	0.229646213663713
"MAP9"	0.667588645267505	0.192462530092524	0.229734191703725
"BBS1"	0.329614780841232	0.193283486809313	0.230628076950016
"RHOB"	0.347734849101812	0.195871233334462	0.233628663473879
"SH3BGRL"	0.591865833674663	0.196706975369955	0.234538059712443
"UBE2B"	0.611035574753892	0.197363619481376	0.235216503774176
"FIS1"	-0.333514825267623	0.197423042398769	0.235216503774176
"TIMP3"	-0.578332576852385	0.197952690319105	0.235759738023387
"SEMA5A"	0.629236617814645	0.198767178734294	0.236641683949017
"CHRNB2"	0.335355286614094	0.199798202778544	0.237780673619257
"NDUFB2"	-0.369136290919393	0.200089917813099	0.238039288614393
"TAF6L"	0.385406266472006	0.200956133060214	0.23898091808908
"MAPK8IP1"	-0.334343739862421	0.202622259789532	0.240872764424643
"IFFO2"	0.480882113275352	0.203033362176095	0.241271814859334
"TBK1"	0.544767517559612	0.203587552339254	0.241840542121528
"SLC39A3"	-0.312784399694938	0.204150494213578	0.24241923941694
"DCUN1D2"	0.327928057344788	0.204850536250929	0.243160246926427
"TMEM8B"	0.491318656657747	0.205193297424743	0.243476765008069
"ZC3H12B"	0.481400394759035	0.205567785470142	0.243830680652201
"PPP1R3E"	-0.354566040346886	0.20792771827727	0.246538462108594
"ATP6V1D"	-0.432864597145353	0.208548140739257	0.247182475815074
"RFK"	0.67840008898718	0.209598966184923	0.248335960305766
"DNAL4"	0.323066813998586	0.209908523118684	0.248535780266794
"MZT2A"	-0.310107383921685	0.209923000400399	0.248535780266794
"ZNF385D"	0.872411260850833	0.211216972398786	0.249975247763121
"ADGRB1"	-0.376224249976024	0.212128794679427	0.250961543705432
"DDIT4"	0.548994312295649	0.214733438962876	0.253949083638536
"IRF9"	-0.439973522063169	0.214953544709809	0.254115443284064
"SMIM10L1"	0.490485779410768	0.216135334006846	0.255418150531179
"LOC100287846"	0.49709628913865	0.216292448178427	0.255509431950808
"MAFK"	-0.428054560302238	0.216381275877911	0.255520007948851
"CCDC184"	0.520577488955306	0.217651234005256	0.256924833056389
"AP1S1"	0.356553021583495	0.217903665609193	0.257127932970788
"LRIG1"	-0.546635194009485	0.218210958835447	0.25739559635494
"SP2"	0.34637810100719	0.219213156382746	0.258482450154222
"COPS6"	0.300086746613538	0.220133791530727	0.259472365183049
"TECPR2"	-0.323880425762497	0.220309696692674	0.259508396318146
"NECTIN1"	-0.350303595776089	0.220326603438601	0.259508396318146
"PEBP1"	-0.362346560984141	0.221712352322592	0.260977443475318
"ADCY8"	0.629302396648575	0.22173700886712	0.260977443475318
"PFDN1"	0.343388422455138	0.221866683304779	0.261034027176164
"MAPK8IP2"	-0.324920015767365	0.223251657622303	0.262566931152113
"FRRS1L"	0.58138808071581	0.223389683526439	0.262632707681396
"FITM2"	0.341626099613166	0.225140356791357	0.264593681622171
"BSN"	-0.409861731071982	0.22663629674719	0.266253952733845
"SCCPDH"	0.519904814988132	0.226914656857429	0.266441726822583
"ARF3"	-0.347335312263492	0.22696270884387	0.266441726822583
"REXO1"	-0.313605413098583	0.228720879297298	0.268407224090996
"PCDH1"	-0.531315946737104	0.229487545234738	0.269208161791685
"GPCPD1"	0.448196989704761	0.230223424273311	0.269972409915807
"KCNMB4"	0.380204761841889	0.231353208084476	0.271197842675793
"CCDC92B"	0.308086636498545	0.231837864862627	0.271666421133899
"SERINC3"	-0.506593396476844	0.232550472868056	0.272401670708499
"LINC01963"	0.387641852375403	0.234599329603717	0.274701045169213
"SHC2"	0.35256249919726	0.234881626629617	0.274897724895336
"USP32"	0.447630265994781	0.234939162195638	0.274897724895336
"KCNK3"	-0.54411016255707	0.236501536208354	0.276624648749734
"GABARAPL2"	0.418398664003107	0.237045613329544	0.277159691901028
"NDUFB1"	0.436292682205742	0.237731014600122	0.277859374977963
"TIMMDC1"	0.450271052171353	0.23781774576107	0.277859374977963
"GPR180"	0.557791344392116	0.238214040954171	0.27822078021628
"PAIP2B"	-0.339645454648453	0.239549040947563	0.279677876639144
"YARS1"	-0.338829787021406	0.244102235686821	0.284889840190492
"GTF2IP4"	0.508596548004843	0.244504274918934	0.285254987405423
"NDUFB7"	0.292218642897957	0.245396515575007	0.286191561547374
"SEC62"	0.457751373371089	0.245498188761212	0.286205796591515
"BRMS1L"	0.495246864213657	0.246292030564917	0.287026668771283
"ICMT"	-0.28299323562451	0.246581293334121	0.287259125045831
"CDYL2"	-0.543957388885215	0.24868211442219	0.289601049885906
"UQCRQ"	0.413465807010925	0.250580368715242	0.291705458340633
"NSMCE3"	0.341739068731328	0.252785905609806	0.294165919260011
"NXPH1"	0.512697737536548	0.25304938240466	0.294365445204548
"KCNJ6"	0.77471037898939	0.25358191435623	0.294877696846812
"EEF1A2"	-0.361815109110875	0.254034700800889	0.295296877856848
"DZIP3"	0.507582347635611	0.254846672366988	0.296133129277877
"PIGS"	0.27898260513991	0.256703024292039	0.298181908028407
"ERMP1"	-0.374627111998678	0.256815041034301	0.298203744562153
"IPO13"	-0.298863102339819	0.257078861512917	0.298401769949137
"CISD2"	0.515235973658049	0.258709988715508	0.300186163910377
"ECH1"	0.302153940236789	0.260062932164716	0.301646598982932
"DLGAP2"	-0.450551941247382	0.260487273750509	0.302029281887597
"KCNH8"	0.524785114233036	0.260677525065439	0.302140363291427
"TRIM23"	0.664156737881234	0.260813471716235	0.302188444773718
"NAT14"	0.288012788360202	0.261258781260184	0.302594801321987
"DUS1L"	0.337649447415469	0.262097641515691	0.30345651654314
"PPIF"	-0.331901026971664	0.26455886184503	0.306195296324982
"SKP1"	-0.414260074775863	0.264713612481422	0.306263597225341
"CBX4"	0.290379683533045	0.265399688574142	0.306946349872987
"DNAJB9"	0.531819855678415	0.26552094023873	0.30697560094821
"AGAP2"	-0.35322314193694	0.266316188840137	0.307783774602456
"TIMM17A"	0.405819181397159	0.270383339902024	0.312287070857207
"DAD1"	0.41062188786977	0.27040799821021	0.312287070857207
"REEP5"	-0.483247831747014	0.272989361673716	0.31515444532451
"STK11"	0.307657056608586	0.273228025585911	0.315316181042326
"STAT1"	-0.543809646350764	0.273503464721121	0.315520224898257
"GBAP1"	0.5184063143885	0.275468998420459	0.317673152828785
"NFKBIA"	0.317856150194914	0.275816567289175	0.317959350903809
"NAP1L3"	0.409632834243585	0.27719216942745	0.319430025215566
"TRIM44"	0.374439622365575	0.278425436227669	0.320735675366335
"FLT1"	-0.405091541754889	0.279325316525607	0.32165647500555
"POLR2L"	0.349595331841147	0.280427213974251	0.322809160670612
"SORCS2"	0.354423627618296	0.280612999604601	0.322906829401122
"WBP4"	0.347698350559404	0.281580175867745	0.323903265947831
"PPP1R13B"	0.301894753546357	0.281827842677474	0.323956306547064
"PSD2"	0.375722624620784	0.28182882185698	0.323956306547064
"PJA2"	0.484499688652535	0.282620286700786	0.324749388346197
"THAP4"	0.25686620380714	0.28381797590242	0.326008511638004
"AMY2B"	0.325684337260165	0.284560623063372	0.326744233014978
"MRPS28"	0.351198648457243	0.285158951945324	0.327313773689663
"NUAK1"	0.317633446027131	0.285920266780154	0.328069918733757
"SLC25A40"	0.433020026158005	0.287307308985916	0.329543234652544
"REEP3"	0.531664042749283	0.288233094902853	0.330486620284669
"ZNF865"	0.282787590221717	0.2883387433835	0.330489301355721
"EXOC3"	0.250997978766245	0.288584146618426	0.330652107819608
"OGFR"	0.290367414030084	0.293551486747892	0.336223131438061
"MGAT4A"	0.625271072205335	0.294031672772952	0.336578223597449
"SHISA7"	0.277146697706891	0.294071939654539	0.336578223597449
"SLC30A1"	0.444034398343741	0.294489443169636	0.336935525286004
"TUBA1B"	0.265755704662645	0.294781358608457	0.33714893321003
"PCDH17"	1.04129820236659	0.295434201159174	0.337774842569049
"TMEM242"	0.355292627052215	0.29646856731162	0.338836351136074
"LRP1B"	0.876852551452512	0.297564460489738	0.339967396109525
"UNC5C"	0.477594938449928	0.298848908552632	0.341312980528336
"PCDH9"	0.515344833149296	0.300231797636201	0.342769993090009
"THOP1"	-0.293621557765802	0.300417972311059	0.342860183169132
"AKAP6"	0.452308817145961	0.30173400945891	0.344239335327765
"SCD"	0.410131718487964	0.30371069982612	0.346370954988862
"ARHGAP1"	0.272577878453079	0.308161444689424	0.351246855534578
"CNST"	-0.405784281207901	0.308205665359663	0.351246855534578
"NORAD"	0.442581207929131	0.308383888012182	0.351324806891371
"MZT1"	0.468402444846864	0.309850416816313	0.352869876609251
"ABCF2"	0.258697689150211	0.310586076044377	0.353581799738777
"SLC4A1AP"	0.271787785672415	0.311064905554886	0.354000936631121
"PKDCC"	-0.24624343154038	0.314695446250532	0.358005239173347
"PER1"	-0.250011505509442	0.314826630253941	0.358027156125971
"ACACB"	-0.550365440860278	0.317733856695721	0.361204906741155
"BTBD6"	0.260390712860278	0.318057621598557	0.361444522733138
"NDUFA3"	-0.241153484512313	0.31925563945119	0.362677127345297
"FNDC4"	0.308476253937029	0.322433959052891	0.366157697909194
"HSF1"	0.275857636801592	0.32346464678183	0.367197801651907
"CALM1"	0.401711931509305	0.325094586147964	0.368917197973515
"GSK3A"	0.238046804971113	0.32640173831324	0.370269205980162
"NDUFS3"	0.291702639605233	0.327585898639957	0.371480783321242
"KCND2"	0.489502312192217	0.327728839403005	0.37151118258335
"IMP3"	0.250117562864778	0.328183858027651	0.371895204332432
"MYH9"	0.287807256319421	0.328525623571568	0.37215066211241
"CYC1"	-0.236703200737962	0.331076217720658	0.374907193093234
"PTPRJ"	0.330662310006866	0.333044435163606	0.377002529401407
"LMTK2"	0.299554738244142	0.333492419689234	0.377376105619335
"SLC18B1"	-0.407450927658695	0.334439053417081	0.378313483692094
"COX7B"	0.462041931453168	0.334908467710716	0.378710564936932
"ABITRAM"	0.304933396946236	0.335519991873412	0.379268004948072
"UBE2V2"	0.420790725952915	0.336827158282573	0.380611119514642
"SPTBN4"	-0.254347767409762	0.340032995522556	0.38409800588865
"WWP1"	0.428573346301338	0.342409574036478	0.38664603859608
"LRRC4"	0.228637412507792	0.352151645956092	0.397506392171326
"HOOK1"	-0.466506932301469	0.352472222808239	0.397727915613247
"NDUFV2"	-0.308331040166406	0.352817628820792	0.397977290055611
"DOCK3"	0.297588697187199	0.353191417191466	0.398258492631477
"CAMK1"	0.220364466871267	0.353514931832399	0.398482828376266
"RTN1"	0.289835004638109	0.353752039604489	0.39860964237223
"GRN"	-0.224126194945957	0.353889979828345	0.398624663898195
"CRYM"	0.321412126170576	0.357135213102927	0.402138524011357
"SOX9"	0.693147822509477	0.359322784856881	0.40445939083644
"NECAB1"	-0.547224546863057	0.360389085913954	0.405516948940815
"FBXW5"	-0.219115005746418	0.361460684580354	0.406579722212571
"SLC27A4"	-0.214870843288405	0.364259275665689	0.409583628419873
"RNF26"	-0.206234583654279	0.366989524685337	0.412390141302128
"RHOQ"	0.38259586860597	0.36701304541643	0.412390141302128
"CPOX"	0.263611312886071	0.367251847406913	0.412513574387189
"NPY"	0.694619065616207	0.367469876698733	0.412613596194892
"HERC2P3"	-0.399675185518906	0.368544342300787	0.413674860007094
"PRKCA"	-0.285283524543056	0.370013998610153	0.415178807981017
"EID2"	0.30824484135731	0.371695399131234	0.416919208212068
"FAM216A"	0.329084649375035	0.372221253487278	0.417362702385489
"AKAP5"	-0.462731227419027	0.373878554407423	0.419074104957725
"PLCXD3"	-0.681738642841556	0.37537688306795	0.420456961955718
"MAN2A1"	0.50970629773694	0.375406646850823	0.420456961955718
"ATP1B2"	-0.503177446961293	0.375506577151449	0.420456961955718
"NDFIP1"	0.391358536284968	0.377573269572913	0.42262312434001
"PGK1"	-0.276236204516562	0.378494589696002	0.423506188330714
"ZFP36L2"	0.391036641849241	0.378847273148724	0.423752596784185
"TAF13"	-0.310125371910997	0.379370250998555	0.424189246048367
"GADD45GIP1"	0.224053784600499	0.380687086721961	0.425499824057571
"CISD1"	-0.436443551354962	0.38080837645415	0.425499824057571
"RAB1B"	0.216724889522191	0.381514512842286	0.426139988331869
"PEAK1"	0.278694315687484	0.381844421627962	0.426359617726998
"VPS37C"	0.211306142400852	0.382862376948464	0.427252491987016
"POP7"	0.200559026056562	0.382911189286269	0.427252491987016
"ABCD2"	0.400155487008136	0.383318375834161	0.427557700241799
"MRPS23"	0.235633184014904	0.386350468314066	0.430789525317775
"TPRN"	-0.2554925149397	0.390217740743897	0.434950018341368
"DGKQ"	-0.19443606744576	0.390860829691247	0.435515079826646
"HBB"	-0.815389337085902	0.393603987308316	0.438418925974688
"NTNG2"	-0.938216905921478	0.395636721862449	0.440468412506711
"AEBP1"	0.289443369551843	0.395719355281115	0.440468412506711
"GABBR2"	-0.368158530188791	0.39616786900385	0.440814265371588
"MRPS26"	0.210775775849719	0.396376976548999	0.440893584137778
"NAPG"	-0.322851114790832	0.396879788996186	0.441299424747584
"CHP1"	-0.318281836325531	0.39897821468687	0.443478564552918
"ACOT8"	-0.204968304451832	0.401119031744982	0.445703293696491
"FXR2"	0.203751192362687	0.403198900946094	0.447858779210609
"UTRN"	0.231245120087315	0.403682381020766	0.448240172469778
"SLC2A13"	-0.60402623707048	0.404688123407733	0.44914335365221
"PHLPP1"	0.275324943530299	0.404776582863183	0.44914335365221
"GLTP"	-0.297184017078536	0.405420347988673	0.449701696676756
"CDHR1"	0.379058036577942	0.405604414205727	0.44974992063921
"NDUFAB1"	0.280687908506197	0.405778848613617	0.449787434759169
"HSPA9"	0.244735309331338	0.406389476692017	0.450308256299883
"CRTAP"	-0.258859595513266	0.407593558890584	0.451486078563358
"SH3GL2"	-0.363551353233656	0.408804973384319	0.452554288122959
"NT5DC3"	-0.29554102551948	0.408840854227993	0.452554288122959
"GPR26"	-0.433294018168068	0.409601439658169	0.453218666141319
"TM7SF3"	0.256662091253116	0.409724408402843	0.453218666141319
"CCND1"	-0.283273353413788	0.410391659529309	0.453799833679315
"TSNAX"	0.335210945449065	0.410609810026871	0.453884168029012
"VSTM2L"	0.617460735491038	0.413720150399164	0.457164338903947
"BOK"	0.335741035082871	0.414565826615426	0.457940635132164
"GET4"	0.188764064222968	0.418066712856501	0.461648399871573
"LAMB2"	0.347103108821165	0.419318075092208	0.462870435548645
"NMT1"	-0.185007227384652	0.420403839293675	0.463908893377188
"GRHPR"	-0.207939669311677	0.421140180768934	0.464561185613731
"SENP2"	0.233639886818869	0.423643442762506	0.46716145239478
"UBLCP1"	0.3398970271473	0.42611436896515	0.469724281984671
"MGST3"	0.279689723019052	0.428648761747272	0.472355283785574
"FAT1"	0.359442310224617	0.429570983590712	0.473154205497798
"APEH"	0.182966373162133	0.429669573920319	0.473154205497798
"SBDS"	-0.296809084772364	0.433541214310828	0.477253387673895
"RNF187"	-0.207397052748884	0.433718054820741	0.477283817465274
"RND1"	0.234798175392438	0.43427245203687	0.477729564671921
"NKIRAS1"	-0.304591010310818	0.435965712749075	0.479427402916566
"HS6ST3"	-0.501140381710445	0.437299348311245	0.480728733762086
"FADS3"	0.232856046849922	0.438856731003865	0.482275054098716
"FAM81A"	0.346829734871768	0.439623450110745	0.482951722838006
